Gross Commit Indicator,Financial Aid Intent,Scholarship,Direct Legacy? (parent),Ethnic Background,First Gen to College,Permanent Region,GPA,HS Class Size,Campus Visit Indicator?,Interview?,Academic Interest,Sex,Level of Financial Need,Reader Academic Rating,id
0,FAN,DIR,0,"Asian, Native Hawaiian or Other Pacific Islander, White",0,HI,3.81,432.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",2,3523
0,FAN,,0,"American Indian or Alaska Native, White",0,AZ,3.92,,0,0,Pre-health Professions,F,No OxyS - $0,2,5194
0,FAY,TRST,0,,1,CA,4.0,,0,0,Biology,F,"Medium OxyS - $20,000 - $29,999",1,7533
0,FAY,NO,0,White,0,CA,3.64,103.0,0,0,Music,M,"Low OxyS - $1 to $19,999",3,7933
1,FAY,NO,0,White,1,CA,3.13,170.0,1,0,Economics,M,"Medium OxyS - $20,000 - $29,999",4,7567
0,FAY,PRES,0,White,1,NY,4.0,281.0,0,0,Biology,F,"High OxyS - $30,000 to $45,999",1,2882
1,FAY,DIR,0,"Hispanic/Latino, White",1,CA,3.94,,1,0,Diplomacy & World Affairs,M,"Very High OxyS - $46,000 +",3,1982
0,FAY,,0,Black or African American,0,CA,3.46,,1,0,Psychology,F,"High OxyS - $30,000 to $45,999",5,1762
0,FAY,PRES,0,White,0,CT,3.91,259.0,0,0,Creative Writing,F,"Medium OxyS - $20,000 - $29,999",1,7754
0,FAY,NO,0,Asian,0,CA,3.36,418.0,0,0,Sociology,F,"Medium OxyS - $20,000 - $29,999",3,5765
1,FAY,NO,0,White,0,VT,3.83,193.0,1,1,Psychology,F,"Low OxyS - $1 to $19,999",3,9180
0,FAN,NO,0,White,0,AZ,4.0,592.0,1,0,Art History,F,No OxyS - $0,2,2339
0,FAY,MBS,0,White,0,VA,3.91,,1,0,Biochemistry,M,"Medium OxyS - $20,000 - $29,999",1,2784
0,FAN,DIR,0,,0,CA,3.98,79.0,1,0,Biology,M,"Low OxyS - $1 to $19,999",2,4831
0,FAY,NO,0,White,0,CA,3.94,263.0,1,0,Geology,F,"High OxyS - $30,000 to $45,999",2,8018
0,FAY,NO,0,White,0,CA,4.0,551.0,1,0,Economics,M,No OxyS - $0,3,4593
0,FAN,NO,0,,0,CA,3.95,55.0,1,0,English,F,No OxyS - $0,3,7788
0,FAY,NO,0,Asian,0,CA,3.74,360.0,0,1,Economics,F,"High OxyS - $30,000 to $45,999",2,86
0,FAN,NO,0,"Asian, White",0,CA,3.56,750.0,0,0,Diplomacy & World Affairs,F,No OxyS - $0,3,632
0,FAY,,0,,0,CA,3.98,,0,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",2,759
1,FAN,NO,0,"Asian, White",0,VA,3.59,,1,0,Psychology,F,No OxyS - $0,3,397
0,FAY,LDRS,0,,0,NY,3.9,53.0,0,0,Chemistry,F,"Low OxyS - $1 to $19,999",1,2955
0,FAY,DIR,0,Hispanic/Latino,1,MA,3.75,,1,0,Pre-law Advising,F,"Very High OxyS - $46,000 +",2,7401
0,FAN,PRES,0,Hispanic/Latino,0,PA,3.93,374.0,0,0,Independent Pattern of Study,M,"Low OxyS - $1 to $19,999",1,2553
0,FAY,TRST,0,"Asian, White",0,CA,3.83,371.0,1,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",1,1936
0,FAN,DEAN,0,Asian,0,CA,3.98,,0,0,Biology,F,"Low OxyS - $1 to $19,999",1,8579
0,FAY,NO,0,Asian,0,AZ,3.54,781.0,1,0,Kinesiology,F,"High OxyS - $30,000 to $45,999",3,2915
0,FAN,NO,0,White,0,CT,3.48,170.0,0,0,Biology,F,No OxyS - $0,3,6411
0,FAY,PRES,0,"Black or African American, White",0,NY,3.92,86.0,1,1,Psychology,F,"Medium OxyS - $20,000 - $29,999",1,5863
0,FAY,NO,0,White,0,TX,3.27,1092.0,0,0,Diplomacy & World Affairs,M,No OxyS - $0,3,799
0,FAY,TRST,0,White,0,IN,4.0,157.0,0,0,Politics,F,"Very High OxyS - $46,000 +",1,4519
0,FAY,TRST,0,White,0,WA,4.0,342.0,1,0,Psychology,M,"Very High OxyS - $46,000 +",1,4652
1,FAY,MBS,0,White,0,MN,4.0,315.0,0,0,Diplomacy & World Affairs,M,"Very High OxyS - $46,000 +",1,4094
0,FAN,NO,0,"Asian, Black or African American, White",0,NY,3.75,80.0,0,0,Psychology,F,No OxyS - $0,3,6943
1,FAY,NO,0,White,0,CA,3.75,852.0,1,0,Kinesiology,M,"Medium OxyS - $20,000 - $29,999",3,2060
1,FAN,DIR,0,White,0,ID,3.77,61.0,0,0,Critical Theory & Social Justice,F,"Low OxyS - $1 to $19,999",2,8396
0,FAY,TRST,0,Asian,0,WA,4.0,529.0,0,0,Economics,F,"Very High OxyS - $46,000 +",1,1524
0,FAN,DIR,0,Asian,0,CA,3.76,440.0,0,0,Undecided,M,"Low OxyS - $1 to $19,999",2,6507
0,FAY,NO,0,White,0,MA,3.68,221.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,8059
0,FAN,NO,0,Asian,0,,3.63,177.0,0,0,Pre-health Professions,M,No OxyS - $0,3,1413
1,FAY,NO,0,White,0,CA,3.33,490.0,1,0,Physics,M,"High OxyS - $30,000 to $45,999",4,7889
0,FAY,TRST,0,Asian,0,WA,3.95,480.0,0,0,Engineering Combined Degree Program,F,"High OxyS - $30,000 to $45,999",1,4941
0,FAY,NO,0,Asian,0,CO,3.34,860.0,1,0,Economics,M,No OxyS - $0,3,6215
0,FAN,NO,0,Asian,0,CA,3.36,445.0,0,0,Theater,F,No OxyS - $0,4,5056
0,FAY,NO,0,White,0,TX,3.86,607.0,1,1,Politics,F,"Low OxyS - $1 to $19,999",1,2986
0,FAY,NO,0,Black or African American,0,CA,3.34,362.0,0,0,Kinesiology,M,"Medium OxyS - $20,000 - $29,999",3,9210
0,FAY,NO,0,White,0,NC,3.43,114.0,0,0,History,M,Unknown - In Progress,3,7162
0,FAY,NO,0,Asian,0,CA,3.63,419.0,1,0,Biochemistry,M,No OxyS - $0,3,4528
0,FAY,NO,0,Asian,1,CA,3.96,795.0,0,0,Computer Science,M,"High OxyS - $30,000 to $45,999",2,6216
0,FAY,DIR,0,Black or African American,0,CA,3.94,,0,0,Physics,F,"Very High OxyS - $46,000 +",2,1008
0,FAN,NO,0,Asian,0,CA,3.8,478.0,1,0,Latino(a) and Latin American Studies,M,No OxyS - $0,3,1467
0,FAY,NO,0,White,0,CA,3.77,111.0,0,1,Urban and Environmental Policy,F,No OxyS - $0,2,3146
0,FAY,NO,0,White,0,CA,3.58,353.0,0,0,Economics,M,No OxyS - $0,3,340
0,FAY,DIR,0,White,0,NY,3.84,,1,0,Biology,F,"High OxyS - $30,000 to $45,999",2,507
0,FAN,PRES,0,"Asian, Native Hawaiian or Other Pacific Islander",0,CA,3.88,91.0,1,0,Neuroscience,F,"Low OxyS - $1 to $19,999",1,4038
1,FAN,NO,0,White,0,Shanghai,3.4,40.0,1,1,Diplomacy & World Affairs,F,No OxyS - $0,3,8825
0,FAY,DIR,0,Asian,1,TX,3.65,,1,0,Cognitive Science,M,"Very High OxyS - $46,000 +",2,3827
0,FAY,NO,0,White,1,CA,3.81,142.0,0,0,Pre-health Professions,F,No OxyS - $0,3,6101
0,FAY,NO,0,White,1,IL,3.64,366.0,0,0,Cognitive Science,F,"Very High OxyS - $46,000 +",2,4156
0,FAY,PRES,0,White,0,WA,4.0,244.0,1,0,Biology,F,"Medium OxyS - $20,000 - $29,999",1,7109
1,FAY,DIR,0,White,1,OH,3.88,337.0,1,0,Psychology,M,"High OxyS - $30,000 to $45,999",2,5427
0,FAN,NO,0,White,0,TX,3.45,233.0,0,0,Interdisciplinary Writing,F,No OxyS - $0,2,2058
0,FAY,DIR,0,White,0,CO,3.96,90.0,0,0,Urban and Environmental Policy,M,"Medium OxyS - $20,000 - $29,999",2,5932
1,FAY,,0,White,1,CA,3.71,,1,0,Mathematics,F,"High OxyS - $30,000 to $45,999",2,9384
0,FAY,NO,0,Black or African American,0,MA,3.75,228.0,1,1,Urban and Environmental Policy,F,"High OxyS - $30,000 to $45,999",3,8245
0,FAY,NO,0,"Hispanic/Latino, White",0,CA,3.7,625.0,1,1,Cognitive Science,M,"High OxyS - $30,000 to $45,999",3,311
1,FAY,,0,White,0,TX,,,0,0,East Asian Studies,F,"High OxyS - $30,000 to $45,999",2,9104
0,FAN,NO,0,Asian,0,MA,3.43,127.0,0,0,Biology,M,No OxyS - $0,3,5136
0,FAY,,0,White,0,CA,3.71,,0,0,Economics,F,No OxyS - $0,4,5662
1,FAY,,0,Hispanic/Latino,1,CA,3.54,,0,0,Kinesiology,M,"High OxyS - $30,000 to $45,999",3,483
0,FAY,NO,0,Black or African American,0,NJ,3.62,126.0,1,0,Economics,F,"Medium OxyS - $20,000 - $29,999",3,729
1,FAY,DIR,0,White,0,NY,3.6,142.0,0,0,Marine Biology,F,"Very High OxyS - $46,000 +",2,1316
1,FAY,NO,0,White,0,CA,3.39,297.0,1,0,Economics,M,"Very High OxyS - $46,000 +",4,3288
0,FAY,,0,"Hispanic/Latino, White",0,CA,3.65,,0,0,Art History,M,"Low OxyS - $1 to $19,999",3,2903
1,FAY,DEAN,0,,0,CA,3.89,,0,0,Economics,M,"Medium OxyS - $20,000 - $29,999",1,5145
0,FAY,NO,0,Hispanic/Latino,0,CA,3.75,441.0,1,0,Mathematics,M,"High OxyS - $30,000 to $45,999",3,7574
0,FAY,,0,Asian,1,CA,3.93,,0,0,Pre-health Professions,F,"Medium OxyS - $20,000 - $29,999",3,9378
1,FAY,NO,0,"Asian, Black or African American",0,CA,3.68,657.0,1,1,Geology,F,"Low OxyS - $1 to $19,999",2,4245
0,FAN,,0,White,0,MA,3.31,,0,0,Economics,M,No OxyS - $0,3,1973
0,FAN,NO,0,White,0,MN,3.1,55.0,1,0,Politics,M,No OxyS - $0,3,1731
0,FAY,NO,0,White,0,CA,3.71,66.0,1,0,Kinesiology,M,"Low OxyS - $1 to $19,999",2,9162
0,FAN,NO,0,Asian,0,,3.7,148.0,0,0,Art History,M,No OxyS - $0,4,4834
0,FAN,NO,0,White,0,WI,3.79,103.0,1,0,Diplomacy & World Affairs,F,No OxyS - $0,3,6920
0,FAY,,0,White,0,OR,3.98,,0,0,Education,F,"Low OxyS - $1 to $19,999",2,4175
0,FAY,DIR,0,White,0,MA,3.65,280.0,0,0,Cognitive Science,M,"Low OxyS - $1 to $19,999",2,1759
1,FAY,NO,0,White,0,CA,3.8,72.0,1,0,Psychology,M,"High OxyS - $30,000 to $45,999",2,2503
0,FAY,DIR,0,Hispanic/Latino,1,IL,3.76,190.0,1,0,Diplomacy & World Affairs,M,"High OxyS - $30,000 to $45,999",2,7531
0,FAY,LDRS,0,Hispanic/Latino,1,CA,3.65,,0,0,Politics,M,"High OxyS - $30,000 to $45,999",3,8754
0,FAN,NO,0,White,0,CA,3.7,445.0,0,0,Physics,M,No OxyS - $0,4,9620
0,FAN,NO,0,Asian,0,CA,3.41,588.0,0,0,Politics,M,No OxyS - $0,3,4897
0,FAY,TRST,0,White,0,WA,3.93,302.0,1,0,Cognitive Science,F,"Very High OxyS - $46,000 +",1,6978
0,FAY,NO,0,White,0,TX,3.94,776.0,0,0,Art History,F,"Low OxyS - $1 to $19,999",2,6590
0,FAY,NO,0,Hispanic/Latino,1,CA,4.0,51.0,0,0,Biology,F,"High OxyS - $30,000 to $45,999",3,5515
0,FAN,DIR,0,Asian,0,CA,3.73,304.0,0,0,Politics,M,"Low OxyS - $1 to $19,999",2,5368
0,FAY,,0,"American Indian or Alaska Native, Hispanic/Latino",1,IL,3.98,,1,0,Economics,F,"Very High OxyS - $46,000 +",3,6489
0,FAY,NO,0,White,1,OR,3.94,400.0,0,0,Diplomacy & World Affairs,M,No OxyS - $0,3,62
0,FAN,DIR,0,White,0,OR,3.69,80.0,1,0,Mathematics,F,"Medium OxyS - $20,000 - $29,999",2,4327
0,FAY,TRST,0,White,0,OR,3.95,43.0,1,1,Group Language (Foreign Languages),M,"Medium OxyS - $20,000 - $29,999",1,5890
1,FAN,NO,0,,0,Shanghaishi,3.92,143.0,0,0,Psychology,F,No OxyS - $0,2,9577
0,FAY,NO,0,"Hispanic/Latino, White",1,TX,4.0,68.0,0,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",4,2877
0,FAY,NO,0,,0,CA,3.95,75.0,0,0,Psychology,F,No OxyS - $0,2,6891
0,FAY,NO,0,Hispanic/Latino,0,CA,3.96,415.0,0,0,English,F,"Low OxyS - $1 to $19,999",3,8816
0,FAY,BOYS,0,White,0,CA,4.0,,1,0,Physics: 3-2 Engineering Program,M,"High OxyS - $30,000 to $45,999",1,3373
0,FAN,DIR,0,White,0,CA,4.0,465.0,1,0,Mathematics,M,"Low OxyS - $1 to $19,999",2,4638
1,FAY,NO,0,Asian,0,CA,3.76,800.0,1,0,History,F,"Medium OxyS - $20,000 - $29,999",3,8744
0,FAY,,0,White,0,ID,3.45,,0,0,Biochemistry,M,No OxyS - $0,3,1896
1,FAY,DIR,0,"Hispanic/Latino, White",0,CO,3.67,472.0,1,0,Economics,F,"Very High OxyS - $46,000 +",2,6926
0,FAN,NO,0,,0,MN,3.61,127.0,0,0,Psychology,M,No OxyS - $0,3,5417
0,FAN,NO,0,Asian,0,CA,3.59,63.0,0,0,Economics,M,No OxyS - $0,3,8057
0,FAY,DIR,0,White,0,CA,3.93,117.0,1,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",2,4848
1,FAN,,0,White,0,CA,3.58,,1,1,Sociology,F,No OxyS - $0,2,843
0,FAY,PRES,0,Asian,0,CA,3.91,,0,0,Biology,M,"Low OxyS - $1 to $19,999",1,1365
0,FAN,,0,White,0,CA,3.48,,0,0,Urban and Environmental Policy,F,No OxyS - $0,4,4568
0,FAY,NO,0,Asian,0,MD,3.65,92.0,1,0,Neuroscience,F,"Low OxyS - $1 to $19,999",2,7628
0,FAY,NO,0,Hispanic/Latino,0,CA,3.84,149.0,1,0,Biology,M,"Low OxyS - $1 to $19,999",3,3036
0,FAN,PRES,0,White,0,CA,4.0,317.0,1,0,Diplomacy & World Affairs,F,"Medium OxyS - $20,000 - $29,999",1,7051
1,FAY,PRES,0,White,0,NJ,4.0,470.0,1,1,Urban and Environmental Policy,F,"High OxyS - $30,000 to $45,999",1,3858
0,FAY,TRST,0,Asian,0,CA,3.68,646.0,1,0,Biology,M,"Medium OxyS - $20,000 - $29,999",1,1513
0,FAY,TRST,0,White,0,WA,3.78,407.0,1,0,Urban and Environmental Policy,M,"Medium OxyS - $20,000 - $29,999",1,6779
1,FAY,NO,0,"Hispanic/Latino, White",1,CA,3.83,69.0,1,1,Pre-law Advising,F,"High OxyS - $30,000 to $45,999",3,5206
0,FAY,NO,0,American Indian or Alaska Native,1,AZ,4.0,170.0,1,0,Biology,M,"Very High OxyS - $46,000 +",4,6209
1,FAN,DIR,0,White,0,IL,3.67,117.0,1,0,Mathematics,M,"Low OxyS - $1 to $19,999",2,5899
0,FAY,NO,0,,0,CA,3.72,255.0,0,0,Neuroscience,M,"Medium OxyS - $20,000 - $29,999",3,334
0,FAY,NO,0,Asian,0,CA,3.52,706.0,1,0,Interdisciplinary Writing,F,"High OxyS - $30,000 to $45,999",2,7867
0,FAY,,0,White,1,MA,3.57,,1,0,Physics: 3-2 Engineering Program,M,"High OxyS - $30,000 to $45,999",2,5297
0,FAY,DIR,0,"Hispanic/Latino, White",1,CA,3.7,800.0,0,1,Economics,F,"Medium OxyS - $20,000 - $29,999",2,1081
0,FAY,MBS,0,White,0,CA,4.0,427.0,0,0,Biochemistry,F,"Medium OxyS - $20,000 - $29,999",1,3950
0,FAY,,0,"Hispanic/Latino, White",1,TX,3.56,,1,0,Physics: 3-2 Engineering Program,M,"Very High OxyS - $46,000 +",3,8467
0,FAN,DIR,0,White,0,CA,3.88,221.0,1,1,Chemistry,F,"Low OxyS - $1 to $19,999",2,3021
0,FAY,NO,0,"Asian, White",0,CA,3.28,383.0,1,1,Psychology,M,"Low OxyS - $1 to $19,999",3,8569
0,FAY,TRST,0,White,0,NH,3.8,,0,0,Politics,F,"High OxyS - $30,000 to $45,999",1,1084
0,FAY,,0,White,0,CA,3.62,,0,1,Art History,M,No OxyS - $0,4,963
0,FAY,PRES,0,White,0,MD,4.0,98.0,0,0,Neuroscience,F,"Medium OxyS - $20,000 - $29,999",1,6028
0,FAY,PRES,0,White,0,AZ,4.0,85.0,0,0,Biochemistry,M,"High OxyS - $30,000 to $45,999",1,1673
0,FAY,NO,0,"Asian, White",0,CA,3.71,469.0,0,0,Undecided,M,"Low OxyS - $1 to $19,999",3,8113
0,FAY,,0,"Asian, White",0,CO,3.33,,1,0,Art History,F,"Low OxyS - $1 to $19,999",3,3973
1,FAY,ACH,0,Black or African American,0,NY,3.56,165.0,1,0,History,F,"Low OxyS - $1 to $19,999",4,1267
1,FAY,TRST,0,"Hispanic/Latino, White",1,CA,3.87,395.0,1,0,Kinesiology,F,"High OxyS - $30,000 to $45,999",3,1302
0,FAY,PRES,0,Asian,0,CA,4.0,367.0,1,0,Biochemistry,F,"Medium OxyS - $20,000 - $29,999",1,1428
0,FAY,NO,0,White,0,CA,3.67,328.0,0,0,Urban and Environmental Policy,F,No OxyS - $0,3,2875
0,FAY,,0,White,0,CA,3.81,,0,0,Pre-health Professions,F,"Medium OxyS - $20,000 - $29,999",3,1191
0,FAY,TRST,0,White,0,ME,3.99,149.0,0,0,Linguistics,M,"Very High OxyS - $46,000 +",1,1315
0,FAY,NO,1,White,0,CA,3.79,165.0,1,0,Economics,M,"Medium OxyS - $20,000 - $29,999",3,4130
1,FAN,TRST,0,Asian,0,WA,4.0,528.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",1,8938
0,FAN,NO,0,Asian,0,CA,3.66,118.0,1,0,Classical Studies,M,No OxyS - $0,3,8325
0,FAY,DIR,0,White,0,WA,4.0,90.0,1,0,Pre-health Professions,F,"Medium OxyS - $20,000 - $29,999",2,1052
0,FAN,NO,0,White,0,IA,3.66,542.0,0,0,Economics,M,No OxyS - $0,3,7957
1,FAY,TRST,0,White,0,OR,3.92,61.0,1,1,History,M,"Low OxyS - $1 to $19,999",1,4534
0,FAY,DIR,0,White,0,MA,3.91,,1,0,Group Language (Foreign Languages),F,"High OxyS - $30,000 to $45,999",2,5042
0,FAN,PRES,0,White,0,IL,,,0,0,English,F,"Low OxyS - $1 to $19,999",1,773
1,FAN,NO,0,White,0,NJ,3.36,470.0,1,1,Psychology,F,No OxyS - $0,3,486
0,FAY,DUN,1,White,0,MA,3.96,91.0,1,1,Physics,M,"Medium OxyS - $20,000 - $29,999",1,3986
0,FAN,DIR,0,White,0,MA,3.64,356.0,1,1,Biology,F,"Low OxyS - $1 to $19,999",2,4660
1,FAY,NO,0,Asian,0,CA,3.66,24.0,1,0,Japanese Studies,M,"Low OxyS - $1 to $19,999",3,3896
0,FAY,PRES,0,White,0,WA,4.0,148.0,1,1,Pre-law Advising,F,"Medium OxyS - $20,000 - $29,999",1,898
1,FAN,NO,0,Asian,0,CA,3.46,399.0,1,0,Psychology,F,No OxyS - $0,5,8796
0,FAY,DIR,0,"Asian, White",0,Jabotabek,3.68,223.0,0,0,Art History,F,"Low OxyS - $1 to $19,999",2,8258
0,FAN,,0,White,0,CA,3.91,,0,0,Biology,F,No OxyS - $0,1,2722
0,FAY,NO,0,Asian,0,CA,3.57,455.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",4,9567
0,FAN,,0,White,0,Hesse,,,1,0,Diplomacy & World Affairs,F,No OxyS - $0,2,1780
0,FAY,DIR,0,Asian,0,CA,3.78,317.0,0,0,Economics,F,"Low OxyS - $1 to $19,999",2,3704
0,FAY,NO,0,"Hispanic/Latino, White",1,CA,3.8,125.0,0,0,Economics,F,"High OxyS - $30,000 to $45,999",3,2842
1,FAY,,0,Hispanic/Latino,0,CA,3.9,,1,1,History,F,"High OxyS - $30,000 to $45,999",3,5977
0,FAN,TRST,0,White,0,WA,3.98,420.0,0,0,Biology,F,"Low OxyS - $1 to $19,999",1,7376
0,FAN,NO,0,"Asian, White",0,NJ,3.47,84.0,1,0,Creative Writing,M,No OxyS - $0,3,6333
1,FAY,,0,White,0,WA,3.57,,1,1,Pre-health Professions,F,"Very High OxyS - $46,000 +",4,1115
0,FAY,TRST,0,White,0,CA,4.0,800.0,1,0,History,M,"Low OxyS - $1 to $19,999",1,9592
0,FAY,,0,Asian,0,OR,3.9,,1,0,Economics,F,"High OxyS - $30,000 to $45,999",2,1607
1,FAY,NO,0,"Asian, Black or African American",1,MA,3.28,91.0,1,0,Psychology,M,"Very High OxyS - $46,000 +",5,2319
0,FAY,DIR,1,White,0,CO,3.92,318.0,0,0,Diplomacy & World Affairs,M,"Medium OxyS - $20,000 - $29,999",2,1855
0,FAN,,0,White,0,CA,3.69,,0,0,Art History,F,No OxyS - $0,3,9273
0,FAN,DEAN,0,White,0,CA,3.84,,0,0,Kinesiology,F,"Low OxyS - $1 to $19,999",1,3182
0,FAN,TRST,1,White,0,OR,3.83,300.0,0,0,Mathematics,M,"Low OxyS - $1 to $19,999",1,4541
0,FAY,TRST,0,White,0,WA,3.98,390.0,1,1,Kinesiology,M,"Low OxyS - $1 to $19,999",1,8296
0,FAN,DIR,0,"Black or African American, White",0,CA,3.91,653.0,0,0,Chemistry,F,"Low OxyS - $1 to $19,999",2,7340
1,FAY,TRST,0,White,0,TX,3.84,,0,0,Economics,M,,1,1095
0,FAY,,0,Asian,0,CA,3.52,,0,0,Mathematics,M,No OxyS - $0,3,2306
1,FAN,,0,Asian,0,Shanghai,,,1,0,Art History,M,No OxyS - $0,3,1457
0,FAY,NO,0,"Hispanic/Latino, White",0,DC,3.38,91.0,0,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",3,5810
0,FAN,NO,0,"Asian, White",0,CA,3.5,455.0,1,0,Cognitive Science,M,No OxyS - $0,3,7036
1,FAY,NO,0,Asian,0,MN,3.81,123.0,1,0,Diplomacy & World Affairs,F,"Very High OxyS - $46,000 +",3,138
0,FAY,,0,"Hispanic/Latino, White",1,CA,3.64,,1,0,Kinesiology,M,"Medium OxyS - $20,000 - $29,999",4,1771
0,FAY,NO,0,Asian,1,CA,3.81,721.0,0,0,Philosophy,M,"High OxyS - $30,000 to $45,999",2,8942
0,FAY,NO,0,"Asian, White",0,CA,3.67,381.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",3,2782
0,FAN,TRST,0,"Asian, White",0,VA,3.78,77.0,1,0,English,F,"Low OxyS - $1 to $19,999",1,6069
1,FAN,NO,0,White,0,MT,3.63,382.0,1,0,Computer Science,M,No OxyS - $0,3,4755
0,FAY,DIR,0,White,0,OR,4.0,369.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",2,3735
0,FAY,TRST,0,White,0,OR,3.9,320.0,1,1,Physics,M,"Low OxyS - $1 to $19,999",1,1233
1,FAY,NO,0,Asian,0,HI,3.82,107.0,0,0,Economics,F,"Low OxyS - $1 to $19,999",3,9309
0,FAN,,0,,0,CA,4.0,,0,0,Sociology,F,No OxyS - $0,1,3263
0,FAY,NO,0,Asian,0,OH,3.44,29.0,0,0,Urban and Environmental Policy,F,"Medium OxyS - $20,000 - $29,999",3,1329
0,FAY,,0,White,0,CA,3.92,,0,0,Pre-health Professions,M,"Low OxyS - $1 to $19,999",2,1193
0,FAY,,0,Black or African American,0,IL,3.04,,1,0,Pre-health Professions,M,"Very High OxyS - $46,000 +",3,7691
0,FAY,NO,0,,0,MD,3.57,64.0,0,0,Kinesiology,F,"Low OxyS - $1 to $19,999",3,75
0,FAY,NO,0,White,0,CA,3.58,895.0,1,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",3,7132
0,FAY,TRST,0,White,0,NY,3.97,100.0,0,0,Physics,M,"Low OxyS - $1 to $19,999",1,1676
0,FAN,DIR,0,Asian,0,CA,3.37,652.0,0,0,Politics,F,"Medium OxyS - $20,000 - $29,999",2,8807
1,FAY,LDRS,0,Asian,0,CA,3.55,79.0,1,1,English,M,"Very High OxyS - $46,000 +",2,4404
0,FAY,TRST,0,Asian,0,WA,3.74,428.0,0,0,Public Health,F,"High OxyS - $30,000 to $45,999",1,139
0,FAY,NO,0,White,0,OR,3.79,80.0,1,1,Urban and Environmental Policy,F,No OxyS - $0,2,6797
0,FAY,LDRS,0,"Hispanic/Latino, White",1,HI,3.88,141.0,1,0,Biochemistry,M,"Very High OxyS - $46,000 +",2,2387
0,FAY,DIR,0,Hispanic/Latino,0,CA,3.75,330.0,0,0,Politics,M,"Medium OxyS - $20,000 - $29,999",2,6019
1,FAY,MBS,0,White,0,CO,4.0,254.0,1,0,Biology,F,"High OxyS - $30,000 to $45,999",1,5911
0,FAY,,0,Hispanic/Latino,0,CA,3.44,,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",4,1249
0,FAY,DIR,0,White,0,PA,3.83,67.0,0,0,"Media, Arts and Culture",F,"Low OxyS - $1 to $19,999",2,1803
1,FAN,TRST,0,"Asian, White",0,NY,3.97,,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",1,2859
0,FAY,,0,White,0,MD,3.94,,0,0,Politics,F,"Low OxyS - $1 to $19,999",2,923
1,FAY,NO,0,"Asian, White",0,CA,3.86,67.0,0,0,Politics,M,"Low OxyS - $1 to $19,999",3,5383
1,FAY,MBS,0,White,0,MN,4.0,486.0,1,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",1,8039
0,FAN,,1,White,0,CA,3.71,,0,0,Cognitive Science,F,No OxyS - $0,2,8155
0,FAN,,0,White,0,OR,3.6,,1,0,Art History,F,No OxyS - $0,3,9100
0,FAN,NO,0,White,0,PA,3.9,179.0,1,0,Psychology,F,No OxyS - $0,3,6432
0,FAY,ACH,0,Asian,0,TX,3.68,,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,3784
0,FAY,DIR,0,Asian,0,HI,4.0,195.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",2,8429
0,FAY,PRES,0,"Asian, Hispanic/Latino",0,CA,3.96,,0,0,Pre-health Professions,M,"Low OxyS - $1 to $19,999",1,1300
0,FAN,PRES,0,White,0,CA,4.0,406.0,1,1,Cognitive Science,F,"Low OxyS - $1 to $19,999",1,3237
0,FAY,NO,0,White,0,WA,3.91,425.0,1,0,Biology,M,"Low OxyS - $1 to $19,999",3,5522
0,FAY,PRES,0,White,0,CA,3.64,526.0,0,0,Physics,M,"Medium OxyS - $20,000 - $29,999",1,1009
0,FAY,TRST,0,White,0,CA,3.92,145.0,1,0,Mathematics,M,"High OxyS - $30,000 to $45,999",1,2349
0,FAY,DIR,0,White,0,MA,3.75,91.0,0,0,Theater,M,"Low OxyS - $1 to $19,999",2,4317
0,FAY,NO,1,"Asian, White",0,CA,3.52,303.0,1,0,Cognitive Science,M,No OxyS - $0,3,5266
0,FAY,DIR,0,White,0,CA,3.96,183.0,1,1,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",2,2858
0,FAY,NO,0,White,0,WA,4.0,456.0,0,0,Economics,F,"High OxyS - $30,000 to $45,999",1,105
0,FAY,DIR,0,"Asian, White",0,OR,3.59,73.0,1,1,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",2,7789
0,FAY,TRST,0,White,0,NM,4.0,274.0,1,0,Biology,M,"Low OxyS - $1 to $19,999",1,3965
0,FAY,TRST,0,"Hispanic/Latino, White",0,TX,3.83,89.0,1,0,Interdisciplinary Writing,F,"Very High OxyS - $46,000 +",1,197
0,FAY,DIR,0,White,0,HI,3.77,419.0,0,0,Public Health,F,"Low OxyS - $1 to $19,999",2,9205
